27;25
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
19;19
18;16
17;17
16;14
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
27;27
26;26
25;25
24;24
23;25
22;22
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
11;9
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
19;13
18;16
17;15
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
13;13
12;16
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
17;21
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
29;27
28;28
27;25
26;24
25;25
24;24
23;23
22;22
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
7;9
6;8
5;9
4;4
3;3
2;2
1;1
17;15
16;14
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
19;27
18;20
17;21
16;20
15;17
14;12
13;13
12;10
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
23;23
22;24
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
29;27
28;28
27;25
26;26
25;25
24;24
23;23
22;22
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
27;27
26;26
25;25
24;24
23;23
22;22
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
5;11
4;2
3;3
2;2
1;1
5;5
4;4
3;3
2;2
1;1
25;25
24;24
23;23
22;22
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
11;15
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
19;13
18;14
17;15
16;12
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
11;15
10;14
9;13
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
17;21
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
19;17
18;16
17;15
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
17;13
16;12
15;11
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
3;3
2;2
1;1
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
13;11
12;10
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
3;3
2;2
1;1
15;17
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
25;27
24;24
23;23
22;22
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
27;27
26;26
25;25
24;24
23;23
22;22
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
25;19
24;22
23;23
22;22
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
23;21
22;22
21;21
20;18
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
21;19
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
21;21
20;16
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
29;27
28;26
27;27
26;26
25;25
24;24
23;23
22;22
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
23;23
22;22
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
23;21
22;22
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
3;17
2;2
1;1
17;17
16;16
15;17
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
25;27
24;24
23;23
22;22
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
13;19
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
17;15
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
27;27
26;26
25;25
24;24
23;23
22;22
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
23;25
22;24
21;25
20;22
19;19
18;16
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
15;15
14;10
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
17;19
16;12
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
23;23
22;20
21;21
20;20
19;15
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
27;27
26;26
25;25
24;24
23;23
22;22
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
15;13
14;12
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
17;17
16;14
15;13
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
23;23
22;22
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
3;5
2;2
1;1
27;25
26;26
25;25
24;24
23;23
22;22
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
21;15
20;20
19;19
18;18
17;23
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
27;25
26;22
25;21
24;24
23;23
22;22
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
23;23
22;22
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
27;27
26;24
25;25
24;24
23;23
22;22
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
19;15
18;18
17;17
16;14
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
9;11
8;6
7;7
6;6
5;5
4;4
3;3
2;2
1;1
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
23;25
22;20
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
17;17
16;20
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
19;17
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
21;19
20;20
19;15
18;14
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
23;21
22;16
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
23;23
22;22
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
17;17
16;14
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
19;21
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
15;13
14;14
13;11
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
23;23
22;22
21;19
20;18
19;15
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
27;27
26;28
25;27
24;24
23;23
22;22
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
27;27
26;26
25;25
24;24
23;23
22;22
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
23;27
22;20
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
17;17
16;14
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
17;15
16;16
15;15
14;14
13;15
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
23;25
22;20
21;23
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
19;21
18;18
17;17
16;16
15;17
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
13;15
12;14
11;13
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
13;15
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
23;23
22;22
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
15;13
14;12
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
11;13
10;16
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
13;13
12;10
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
25;27
24;24
23;23
22;22
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
7;7
6;6
5;5
4;4
3;3
2;2
1;1
19;19
18;14
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
27;27
26;26
25;25
24;24
23;21
22;18
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
27;25
26;26
25;25
24;24
23;23
22;22
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
25;27
24;24
23;23
22;22
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
19;21
18;18
17;19
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
11;11
10;10
9;13
8;8
7;7
6;10
5;5
4;4
3;3
2;2
1;1
19;17
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
23;19
22;22
21;21
20;20
19;21
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
3;3
2;2
1;1
11;13
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
3;1
2;2
1;1
5;11
4;4
3;3
2;2
1;1
11;13
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
15;15
14;16
13;9
12;12
11;9
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
25;25
24;24
23;23
22;22
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
23;23
22;22
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
11;15
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
23;21
22;18
21;21
20;20
19;19
18;16
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
19;23
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
23;25
22;22
21;23
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
21;23
20;20
19;21
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
21;23
20;20
19;21
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
27;27
26;24
25;25
24;24
23;21
22;20
21;17
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
5;5
4;4
3;3
2;2
1;1
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
27;27
26;26
25;25
24;24
23;23
22;22
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
17;15
16;14
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
27;27
26;26
25;25
24;24
23;23
22;22
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
23;19
22;20
21;21
20;18
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
13;15
12;14
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
15;15
14;14
13;7
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
15;15
14;18
13;11
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
1;1
3;3
2;2
1;1
13;17
12;16
11;15
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
23;25
22;22
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
21;19
20;18
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
25;27
24;26
23;23
22;22
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
27;27
26;26
25;25
24;24
23;23
22;22
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
29;27
28;26
27;27
26;24
25;19
24;22
23;23
22;22
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
11;15
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
17;17
16;16
15;17
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
13;13
12;4
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
23;23
22;22
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
23;17
22;20
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
23;27
22;22
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
11;3
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
19;21
18;20
17;25
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
27;21
26;26
25;21
24;22
23;23
22;22
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
21;17
20;22
19;25
18;24
17;23
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
11;13
10;16
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
25;27
24;24
23;23
22;22
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
5;7
4;2
3;3
2;2
1;1
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
8;8
7;7
6;6
5;5
4;4
3;3
2;2
1;1
25;23
24;24
23;23
22;22
21;21
20;20
19;19
18;18
17;17
16;16
15;15
14;14
13;13
12;12
11;11
10;10
9;9
